url_code,time_utc,type,caption,likes,comments
CyT7ewEhpow,2023-10-12 20:00:42,GraphVideo,"During a campaign stop in Florida, 2024 Republican presidential candidate Donald Trump went on a rambling speech criticizing Israeli Prime Minister Benjamin (Bibi) Netanyahu for letting him down while he was still president in 2020, accusing Netanyahu of dropping out of efforts to kill Iranian military leader Qassem Suleimani.

Trump also went after Netanyahu’s government, specifically Israel’s Defense Minister Yoav Gallant for his actions this week. “If you listen to this jerk, you would attack from the north because he said that's our weak spot,” Trump said to a crowd of his followers. He went on to praise the Lebanese militant group Hezbollah, who are currently fighting IDF forces, for being “very smart.” 

Israeli Medical Services have reported that at least 1,300 people have been killed by Hamas attacks, with at least 3,300 injuries. In Gaza, over 1,300 people have been killed by Israeli airstrikes with over 6,000 injured, according to the Palestinian Health Ministry. #trump #donaldtrump #netanyahu #israel #palestine #gaza",13450,1350
CyTxl1jtTWu,2023-10-12 18:34:21,GraphVideo,"“There isn’t a safe place in the Gaza Strip,” Palestinian journalist Sami Al-Sultan told VICE News. “Everyone is in danger.”

This comes as power, water, and other supplies have been cut to those in Gaza, Al-Sultan said, making it more difficult to locate loved ones. Al-Sultan is also worried as he said journalists like himself have been targeted in attacks which include five of his own colleagues, as well as their families. “A short time ago our journalist colleague lost his entire family. The situation is catastrophic,” @sami97alsultan told @evystadium.

The death toll in Gaza has reached over 1,300 people, with over 6,000 injured by Israeli air strikes, according to health officials in Gaza. Israel has said that the death-toll from Hamas attacks that began on Saturday is 1,300 people, with at least 3,300 injuries. #palestine #israel #gaza",16835,1268
CyToPccPv26,2023-10-12 17:12:33,GraphVideo,"Two Israeli government ministers have been filmed being heckled during visits to hospitals following the large-scale assault by Hamas fighters into Israel on Saturday.

More than 1,300 people were killed in the attacks, and more than 3,000 wounded, while at least 100 people were taken hostage into Gaza.

Israeli Prime Minister Benjamin Netanyahu has set up an emergency unity government and war cabinet in response to the attacks, the worst within Israel for decades. But Israeli society has been deeply divided in recent years, with anger directed towards Netanyahu’s coalition government – described as the most right-wing in Israeli history – and particularly its judicial reforms.

There has also been criticism of how long it took the armed forces to respond to the Hamas attacks on Saturday and the intelligence failure that led to the attack not being foreseen.

Idit Silman, the environment minister who is from Netanyahu’s Likud party, was heckled by people at the Assaf Harofeh Hospital in Tzrifin, central Israel. “You ruined this country. Get out of here,” a man wearing scrubs is heard yelling at Silman. 

And in a separate incident at Sheba Medical Center in Tel Aviv, videos on social media captured Netanyahu's economy minister Nir Barkat being yelled at by Israelis in a waiting room. 

“Can’t you see what is happening to us,” a man is heard to shout at Barkat in a video. 

Israel has launched air strikes in Gaza in response to the Hamas attacks, killing more than 1,300 people and injuring more than 6,000, according to health officials in Gaza. #israel #palestine #gaza #gazastrip",51175,1894
CyTK-yRh-Qb,2023-10-12 12:56:56,GraphVideo,"Multiple universities around the UK have been targeted by Just Stop Oil as part of an ongoing series of what it calls “student resistance”.

Footage posted on the group’s social media page shows activists throwing orange paint over various university buildings, including the University of Oxford’s Radcliffe Library. 

""Students are demanding that university leaders make a public statement calling on the government to end new oil and gas projects, and make a commitment to join their students in marching on the streets of London, if the government fails to respond,” a statement from Just Stop Oil read.

Police confirmed arrests were made in Oxford, Birmingham, Falmouth, Bristol and London.",151675,36725
CyRPwaiJ24L,2023-10-11 19:00:08,GraphVideo,"A Palestinian reporter broke down into tears while reporting outside the Al-Shifa hospital in Gaza City as children were being rushed in strapped to gurneys. “I see a girl with her teddy bear,” journalist Hind Khoudary said during her coverage while holding back tears.

According to the Palestinian Health Ministry, women and children in Gaza are suffering approximately 60 percent of the injuries resulting from ongoing Israeli air strikes. So far, officials in Gaza say more than 1,000 people have been killed by the air strikes, with more than 5,000 injured.

Horrific details are also emerging in the aftermath of Hamas's large-scale attack upon Israel, including the massacre of hundreds of civilians and children at Kfar Aza kibbutz. Israel says that more than 1,200 people were killed in the attacks by Hamas, with 2,700 people injured.

More than 100 Israelis, including women and children, are believed to be currently held captive in Gaza by Hamas and militant groups, which Israel has imposed a “complete siege” on, cutting off supplies of food, fuel, water and electricity. 

#palestine #gaza #gazastrip #israel",82728,4303
CyQ6M-prk_0,2023-10-11 15:51:56,GraphVideo,"The Taliban has released four British nationals from custody in Afghanistan, including self-proclaimed “war tourist” Miles Routledge. 

Routledge first gained notoriety when he barely escaped Afghanistan during the U.S. withdrawal in 2021.

Routledge was released alongside two unnamed British citizens and UN aid worker Kevin Cornwell.

“Mr Cornwell and the three other British Nationals which includes Miles Routledge have been released and have left Afghanistan,” Scott Richards, the co-founder of The Presidium Network—a nonprofit that supported some of the captured people—said on Twitter. 

“They are coming home! Thank you to everyone for their support of these men during this difficult period. We are all relieved.”

“Lord Miles” first went to Afghanistan in 2021 on what he claimed was the final tourist visa issued for the country before the Taliban reclaimed it.

The YouTuber later returned to Afghanistan where he filmed videos supposedly buying weapons in Kabul and hanging out with the Taliban.",13706,305
CyQnH9iLw3j,2023-10-11 13:05:06,GraphVideo,"Dramatic drone footage shows the ar-Rimal neighbourhood in Gaza completely destroyed by Israeli air strikes, launched in response to large-scale attacks by Hamas fighters on Saturday October 7. 

Officials in Gaza say more than 1,000 people had been killed by the air strikes, with more than 5,000 injured.

Israel says that more than 1,200 people were killed in the attacks by Hamas, with 2,700 people injured.

More than 100 Israelis, including women and children, are believed to be currently held captive in Gaza, which Israel has imposed a “complete siege” on, cutting off supplies of food, fuel, water and electricity.",59956,4976
CyQcBC5pqNQ,2023-10-11 11:28:02,GraphVideo,"Israel’s army has said civilians including families, women, and children were massacred by Hamas fighters at a kibbutz on Saturday, one of many harrowing scenes emerging as border areas are reclaimed from gunmen.

International journalists from outlets including the BBC and the New York Times were on Tuesday taken around Kfar Aza, just a few miles away from the border fence where Hamas gunmen broke through from Gaza, launching multiple attacks against kibbutzim – a type of collective farm –, villages, and a music festival where 260 bodies were recovered, as well as military targets.

The Israeli Defence Forces (IDF) said fighting in the area around Kfar Aza was ongoing until Tuesday morning. Troops were only now able to recover the bodies of civilians from homes that they said had been booby-trapped after Hamas fighters had gone house-to-house shooting civilians.

Major General Itai Veruv, who was officially retired until this week, described what took place in the kibbutz as a “massacre.”

“It’s not a war, it’s not a battlefield, it’s a massacre,” he said. “It’s something that I never saw in my life.”

In a separate video update posted online, IDF spokesperson Jonathan Conricus likened the situation at Kfar Aza to “something out of a scene of an apocalyptic movie, or something related to zombies.”

Some Israeli soldiers told journalists at the scene, including from the BBC, Reuters, and the Independent, that some of those killed had their throats slits or heads cut off. VICE News was not among the journalists present in Kfar Aza and cannot verify the claims. Journalists who were present have said they could not verify the claims because the bodies of those killed by Hamas were already covered or sealed in body bags.

It’s not yet known how many people died in Kfar Aza or how many of the people who lived here are among the 100-plus hostages thought to have been taken back to Gaza.

Israel says more than 1,200 people have been killed since Hamas attacked on Saturday, while officials in Gaza said more than 1,000 people had been killed by Israeli air strikes launched in response after Israel formally declared war on Hamas.",12254,2391
CyO1XKcM6tF,2023-10-10 20:31:09,GraphVideo,"Palestinian and Lebanese militants, most notably the close Hamas ally Hezbollah, have long conducted operations to capture or kill Israeli soldiers in the expectation of trading them for hundreds of their own prisoners. 

In 2011, Sgt Gilad Shalit, who had been captured by Hamas along the border fence with Gaza and held for five years, was exchanged for nearly 1,000 Hamas and Islamic Jihad prisoners. 

Other operations and swaps have included a single kidnapped officer traded for hundreds of Hezbollah prisoners, as well as the 2006 Hezbollah operation that captured the bodies of two IDF soldiers. In 2008 the bodies were traded for multiple Hezbollah prisoners and Samir Kuntar, a Palestinian militant jailed for decades for murdering two Israeli children.

Now, there are thought to be more than 100 Israeli hostages inside Gaza. One regional diplomat told VICE News the implications are “almost too incredible to comprehend.” 

#palestine #hamas #israel #idf #israelnews #hezbollah #gaza #thegazastrip #gazastrip #westbank",14495,1095
CyOol7rsZHv,2023-10-10 18:39:38,GraphVideo,"Two Palestinian boys describe the moment “the whole house turned black” as they were playing video games at home.

Footage captured by Palestinian journalist @hani.aburezeq shows the aftermath of an Israeli strike in Gaza. 

More than 700 people have been killed by Israeli air-strikes in Gaza, after Hamas militants killed more than 900 people in Israel.

The UN High Commissioner for Human Rights Volker Türk has urged all parties to help defuse the “powder keg” situation in Israel and Gaza, stressing that international humanitarian and human rights laws must be respected.",24404,1557
CyOUOHWMidh,2023-10-10 15:41:28,GraphVideo,"Thousands of people have attended pro-Palestinian and pro-Israel rallies around the world after Hamas fighters attacked Israel and Israel responded with air strikes against Gaza..

Tensions flared in central London on Monday night as pro-Palestinian and pro-Israeli supporters took to the streets. Pro-Palestinian protesters rallied outside the boarded-up Israeli embassy, chanting “Israel is a terrorist state” and lighting flares, while about 2,000 people attended a vigil for Israel in Westminster.

Attendees from each event eventually came into contact, with footage on X showing police separating the groups at a London Underground station near the embassy.

The Metropolitan Police said late on Monday that three people had been arrested – one on suspicion of assaulting an emergency worker, one on suspicion of racially motivated criminal damage, and another on suspicion of causing actual bodily harm and possession of an offensive weapon – and that further “active arrest enquiries” were underway.

In New York, pro-Palestinian protesters gathered in Times Square, before a group broke off and marched to the Israeli Consulate General’s Office. New York City Mayor Eric Adams condemned the rally, where one attendee was photographed flashing a swastika on their phone.

Rallies have also taken place in cities like Paris, Berlin, Chicago, Sydney, Beirut and more.",21065,1767
CyODwm4JirH,2023-10-10 13:17:43,GraphVideo,"This is the moment mourners took cover during the funeral of Nathanel Young, a British man serving in the Israeli military. 

Young was a “lone soldier” – a term used to describe someone serving in the Israeli Defence Forces with no family to support them, and often refers to new migrants or volunteers.

Young was killed on the Gaza border on Saturday when Hamas fighters staged a huge attack that killed at least 900 people.

People at his funeral could be seen ducking for cover at the ceremony on Monday, as hundreds gathered to mourn the 20-year-old.

More than 700 people have been killed in Gaza by Israeli air strikes launched in response.",10014,1180
CyNs2NEq6Ii,2023-10-10 09:57:11,GraphSidecar,"UN High Commissioner for Human Rights Volker Türk has urged all parties to help defuse the “powder keg” situation in Israel and Gaza, stressing that international humanitarian and human rights laws must be respected.

“It is horrific and deeply distressing to see images of those captured by Palestinian armed groups being ill-treated, as well as reports of killings and the desecration of their bodies,” he said. “Civilians must never be used as bargaining chips.” 

“I call on Palestinian armed groups to immediately and unconditionally release all civilians who were captured and are still being held. The taking of hostages is prohibited by international law,” the High Commissioner said. 

The UN Human Rights Office says information it has gathered indicates that Israeli air strikes have hit large residential towers in Gaza City and other residential buildings across Gaza, schools and premises of the UN relief and works agency, UNRWA, resulting in civilian casualties. “International humanitarian law is clear: the obligation to take constant care to spare the civilian population and civilian objects remains applicable throughout the attacks,” Türk said. 

Israel has ordered what it called a “full siege” of Gaza, cutting off supplies of electricity, water, food and fuel. 

The UN said this seriously endangered civilian lives by hurting the capacity of medical facilities to operate, compounding the “already dire” situation on the ground in Gaza.

“The imposition of sieges that endanger the lives of civilians by depriving them of goods essential for their survival is prohibited under international humanitarian law,” the High Commissioner said. 

He added: “We know from bitter experience that vengeance is not the answer, and ultimately innocent civilians pay the price.”",50502,2219
CyLtqQ4PwGT,2023-10-09 15:26:03,GraphVideo,"This is the moment a doctor working at Al-Shifa Hospital in Gaza City announces that her husband has been killed. Footage captured by Palestinian journalist @hani.aburezeq shows the aftermath.

Israel has ordered a “complete siege” of the Gaza Strip following an unprecedented attack by Hamas in Israel which killed hundreds of people. In the Gaza Strip, one of the most densely populated areas in the world, supplies of food, fuel, electricity and even water from Israel are being shut off.

Israeli rescue service Zaka said 260 bodies had been recovered so far from the site of the Supernova Festival in southern Israel, which was attacked on Saturday morning.

More than 700 people have been killed in Israel following Saturday’s attacks, while more than 500 people have been killed in Gaza after Israel launched air strikes in response.",58958,3918
CyLVrxPqxYK,2023-10-09 11:56:35,GraphVideo,"Israel said it had ordered a “complete siege” of the Gaza Strip and bombarded hundreds of targets after Hamas fighters launched a surprise attack on Saturday October 7.

Supplies of food, fuel, electricity and even water from Israel are being shut off. Around 2 million people live in the Gaza Strip, one of the most densely populated areas in the world.

At least 700 people have been killed in Israel following Saturday’s attack, including 260 at a music festival. Meanwhile, Palestinian militant groups claim to hold over 130 captives. ""This is our 9/11,"" said Major Nir Dinar, a spokesperson for the Israeli Defence Forces. ""They got us.""

More than 500 people have been killed in Gaza following Israeli air strikes launched in response.",43950,3011
CyFqiniNlfw,2023-10-07 07:03:06,GraphSidecar,"Take a look back at some of the stories you might have missed this week. 

Cover photo shows a man driving a modified boat ""Jetcar"" in Miami, Florida. 

📷 Getty Images",18770,271
CyEF2jJsXey,2023-10-06 16:23:33,GraphVideo,"Las Vegas Metro Police have dropped new bodycam footage of the arrest of the man accused of masterminding the murder of Tupac Shakur 27 years ago. Now 60 years old, Davis, a South Side Compton Crips member, surrendered to police outside his home.

This comes after investigators say they revived the case because of Davis’s chattiness about Tupac’s shooting-death in interviews and his 2019 memoir where he said he was present during the drive-by killing.

Davis, who also goes by “Keffe D”, is facing a murder charge for being the “shot caller” behind Tupac’s murder, investigators say. But a deal struck by Davis and officials 14 years ago over more information on the incident may jeopardize the case, experts say. 
@evystadium reports:

#tupacshakur #tupac #whokilledtupac #keffed",4123,57
CyDzaAePibo,2023-10-06 13:42:16,GraphVideo,"Russian President Vladimir Putin has revealed his theory on what caused the death of Yevgeny Prigozhin — grenades and cocaine.

Two months to the day after leading a failed mutiny against Putin, Prigozhin and 10 other Wagner officials were killed in a plane crash.

Now, Putin has spoken out about what might have caused the incident. 

“The head of the Investigative Committee reported to me just the other day that fragments of hand grenades were found in the bodies of those killed in the plane crash,” Putin said during a speech at a foreign policy think tank forum in the Russian city of Sochi.

“Unfortunately, no examination was carried out for the presence of alcohol or drugs in the blood of the victims,” he continued.“From my point of view, such an examination should have been done.”

Putin went on to claim that five kilograms of cocaine and 10 billion rubles ($100 million) was discovered at a Wagner office in St Petersburg. 

The June Wagner Group rebellion was the biggest challenge to President Putin's rule since he rose to power in 1999.

Prigozhin was sent into exile in Belarus after his 24-hour mutiny fizzled out, but Western officials told VICE News they could not believe that he would be allowed to live out his days in exile.",6084,370
CyDkZELNaf7,2023-10-06 11:31:09,GraphVideo,"A tragic end to a football match in Indonesia one year ago has become one of the world's worst sporting disasters. VICE News investigates who, and what, is to blame for the deadly game.

Watch the full film at the link in our bio.",12612,229
CyBZ76HJxGU,2023-10-05 15:21:20,GraphVideo,"Vladimir Putin is reportedly drafting prisoners and military offenders into punishment squads known as “Storm Z.” 

These squads are usually sent to the most exposed, dangerous areas in Ukraine, and sustain heavy casualties. They are reportedly viewed as more expendable. 

One Russian soldier deployed in Bakhmut told Reuters that Storm-Z fighters are “just meat.” 

The Storm-Z units appear to be taken straight out of Soviet leader Joseph Stalin’s playbook. During World War II, soldiers who panicked, left their posts, or retreated would be assigned to “punishment battalions” and sent to the most dangerous front lines. 

#russia #ukraine #stormz #warinukraine #russianinvasion",9389,322
CyBDO_7CldN,2023-10-05 12:03:11,GraphVideo,"Lefty SM, an uber popular Mexican rapper known for often draping himself in the country’s flag as he performed, was executed on September 2nd in his house in a suburb of Guadalajara. 

A month after his murder, the cops have released hardly any new information, although a house within the same gated community where Lefty lived in Guadalajara was raided by police on September 13th. 

It’s suspected that police may know the identity of at least one of the three assailants, but no arrests have been made.",8181,174
CyA3_91o0MT,2023-10-05 10:24:43,GraphVideo,"This is the moment climate activists from Just Stop Oil shut down a performance of “Les Misérables” in London’s West End.

During a rendition of the song “Do You Hear the People Sing?” protesters stormed the stage carrying banners, with one shouting “just stop oil, join the rebellion”. Activists then locked themselves to the stage as officials lowered the curtain. 

In a post on X (formerly Twitter) Just Stop Oil wrote. “Valjean steals bread to feed a starving child. How long before we are all forced to steal?”

Hannah Taylor, of Just Stop Oil, was quoted by Sky News as saying: “The show cannot go on. We are facing catastrophe. New oil and gas means crop failure, starvation and death. It is an act of war on the global south and an utter betrayal of young people.”

The Sondheim Theatre confirmed that the theatre was evacuated following the protest and that tickets would be refunded.",21465,1683
Cx_OqJWvYCz,2023-10-04 19:04:14,GraphVideo,"This is the moment Rio de Janeiro’s iconic 130 foot Christ The Redeemer statue turned bright pink to mark Breast Cancer Awareness Month. 

The event on Monday October 2 was organised by Brazilian non-profit organisation Fundacao Laco Rosa (Pink Bow Foundation), with cancer patients, survivors and campaigners gathering at the foot of the monument.

“Today our prayers are for everyone facing cancer, and our commitment is unwavering: to fight disparities in access to and treatment of breast and metastatic cancer,” they said in a post on social media. 

#christtheredeemer #riodejaneirobrasil #brasil #brazil #riodejaneiro #breastcancerawareness",5751,108
Cx_As1RSerK,2023-10-04 17:02:19,GraphVideo,"An Iranian teenage girl has been hospitalised after a reported attack in the Tehran Metro by the country’s so-called “morality police.” 

The rights group Hengaw Organisation for Human Rights said Armita Geravand, 16, lost consciousness after being assaulted at a metro station in the southeast part of Tehran on Sunday.

The incident has raised concerns in Iran, as it resembles the events that sparked nationwide protests last year following the death of 22-year-old Mahsa Amini.

Iranian officials have denied any physical assault on the teenage student took place by security forces. In a statement released by the Tehran Metro authorities, they said that Geravand was taken to the hospital due to ""low blood pressure.""

Geravand is now being treated in Fajr Hospital after she fell into a coma. Security camera footage released by the authorities showed her being carried by other passengers before medics arrived. There is no footage showing the alleged assault. 

#iran #iranianwomen #iraniangirl #womanlifefreedom #mahsaamini",20066,1016
Cx-6cG2tmAG,2023-10-04 16:11:58,GraphVideo,"Located on the eastern edge of Taiwan, Changbin township is the perfect escape from the hustle of Taipei city. But with a population of over 7,000 and 23 percent above the age of 65, Changbin township is facing a population crisis. In a bid to attract young Taiwanese to stay, the town had a recent makeover.

Watch the full film at the link in our bio.",4597,22
Cx-k0zgo0WZ,2023-10-04 12:58:57,GraphVideo,"Since Vladimir Putin invaded Ukraine at the start of 2022, major Western food brands like McDonald’s, Starbucks and KFC have all stopped operating in Russia.

But Burger King outlets are still open, despite Restaurant Brands International (RBI), which owns Burger King, saying it had started the process to leave Russia in March last year.

RBI owns 15 percent of Burger King’s business in Russia, and says that the complicated franchise deal has prevented it from selling. 

The company says ownership of the 800 restaurants still operating in Russia is split between three other partners, and that quitting the deal “would ultimately require the support of Russian authorities on the ground and we know that will not practically happen anytime soon”.

In contrast, McDonald’s ended 32 years of business dealings in Russia, selling 850 stores. KFC parent company Yum! Brands sold more than 100 stores, which were rebranded as Rostics in April, while Starbucks also completely exited the country, closing 130 stores. 

An RBI statement to VICE News reads: “As we previously stated, we suspended all corporate support for the Russian market in March of 2022, including operations, marketing, and supply chain support in addition to refusing approvals for new investment and expansion. RBI has not made any profits from Burger King in Russia since early in 2022.”",1944,104
Cx-VbJxtIgj,2023-10-04 10:44:05,GraphVideo,"Footage captured the moment two backpackers made a lucky escape after a lithium-ion battery exploded inside a Sydney hostel.

Fire and Rescue NSW said the fire at the Mad Monkey hostel is believed to have been caused by a faulty e-bike battery left on charge.

One of the men was identified by Australia’s Nine News as “Philippe,” a French backpacker. “I’m okay, I’m lucky to be here intact,” he told the outlet.

The other man sustained minor burns to his leg and was transported to nearby St Vincent’s hospital for treatment.",20004,228
Cx8b-r9JBwd,2023-10-03 17:03:13,GraphVideo,"A mummified man known by locals as Stoneman Willie is receiving a proper burial after being on display for 128 years at a funeral home in Reading, Pennsylvania.

The unidentified man was a petty thief who died of kidney failure in a local jail in 1895. He was accidentally mummified when a mortician experimenting with embalming techniques tried to preserve the corpse. 

He is an icon in the history of Pennsylvania, receiving his send-off in the 275th anniversary of the city's charter parade.

""We don't refer to him as a mummy. We refer to him as our friend Willie,"" Kyle Blankenbiller, a funeral director, told Reuters.",8936,136
Cx8Q1k-plm_,2023-10-03 15:25:38,GraphVideo,"Lego has abandoned plans to make its toy bricks from recycled plastic bottles as part of an effort to cut its carbon emissions. 

The world’s largest toy maker said switching to alternative eco-friendly options in producing its toys didn’t result in a smaller carbon footprint.

Niels Christiansen, Lego’s CEO, said there was no ""magic material"" to resolving the company’s sustainability issues despite recently calling for companies to take part in a “green transition to a net-zero future”.

#plastic #toys #lego #legobuild #legostore #legochallenge #toysreview #plastictoys #plastictoy #sustainability #sustainable #banplastic #plasticban",6112,325
Cx8AVxWIpDc,2023-10-03 13:01:26,GraphVideo,"Paris is overrun with bed bugs. 

Hysteria is spreading across the French capital after a massive surge in bedbugs inside hotel rooms, cinemas and even public transportation—social media footage shows.

Emmanuel Grégoire, the deputy mayor of Paris, said the problem is “widespread” and that “no one is safe.”

“Obviously there are risk factors,” he told French TV station LCI,” but in reality you can catch bedbugs anywhere and bring them home.”

This comes just three years after the government launched an anti-bed bug campaign complete with a website and hotline when they noticed an uptick in the number of troublesome bugs.",33132,1293
Cx71gO4IvzO,2023-10-03 11:26:42,GraphVideo,"The identity of English street artist Banksy  has remained a closely guarded secret for more than 30 years, but a new court case could change that.

A man named Robin Gunningham, previously identified as Banksy, has been named as the first defendant in a defamation legal action at London’s High Court.

His co-defendant is the company Banksy established, Pest Control Ltd.

UK newspaper the Mail on Sunday first claimed that Banksy is Gunningham back in 2008. According to the Sunday Times, Gunningham began using the name Robin Banks, which eventually became Banksy.

Celebrities such as Brad Pitt, Angelina Jolie and George Michael have spent huge sums on Banksy’s  artwork. His “Love is in the Bin” piece sold for £18.5 million at auction in 2021. 

Banksy and Pest Control have not commented on the legal action.",17808,294
Cx56DIDOXCN,2023-10-02 17:28:39,GraphVideo,"A young man falsely accused of being a federal agent posing as a neo-Nazi by Elon Musk and a bunch of other right-wing trolls has launched a lawsuit against the one-time richest man in the world.

Earlier this year, college student Ben Brody, 22, had his life turned upside down when he was accused of being a part of a Pacific Northwest neo-Nazi group. The claims occurred after a neo-Nazi had his mask pulled off when his group had a small brawl with local Proud Boys in Oregon City on June 24.

The unmasked neo-Nazi bore a passing resemblance to Brody, who once wrote on a website for his Jewish fraternity that he wanted to work for the government.

According to the lawsuit, and in an interview with VICE News at the time of the incident, Brody suffered a “severe degree of mental stress, anguish, fear, personal embarrassment, and psychological harm which disrupted his daily life,” and worried that being publicly connected to a neo-Nazi group will impact his future employment.

“The reality is that too many powerful people with enormous audiences are being reckless with their accusations against private people,” reads the lawsuit against Musk. “The damage they cause is not easily repaired by apologies or counter-speech, no matter how persuasive. Repair of reputations, compensation for harm, and effective deterrence can only occur in our courts.”

The young man is being represented by Mark Bankston, a lawyer who last year successfully sued Alex Jones for $49 million on behalf of the parents of children killed in Sandy Hook.",13412,559
Cx5UHtbIffc,2023-10-02 11:56:48,GraphVideo,"During a campaign rally in Iowa, former US president Donald Trump turned a rant against renewable energy into a bizarre rant about how he’d prefer to die if he were on a sinking ship.

But it wasn’t only electric vehicles that caught his rage. Trump targeted president Joe Biden’s administration before going on a nearly 20-minute rant against Florida governor Ron DeSantis, who is also in the Republican primary race for a 2024 presidential nomination. 

Trump talks about sharks surprisingly frequently. In 2011, adult film star Stormy Daniels – who said she had an affair with Trump in 2006 – gave an interview in which she said Trump is “obsessed with sharks. Terrified of sharks.”

In tweets posted in 2013, Trump wrote that he was “just not a fan of sharks” and that they were “last on my list - other than perhaps the losers and haters of the World!”

And in a speech at an event in 2023, Trump said: “They were saying the other night, the shark. They were saying, ‘Sharks, we have to protect them.’ I said, ‘Wait a minute, wait.’ They actually want to remove all the seals in order to save the shark. I said, ‘Wait, don’t you have it the other way around?’”",7321,1171
Cx5BI5vJ65m,2023-10-02 09:10:39,GraphVideo,"This is Wally, an “emotional support alligator” who has over 27,000 followers on Instagram. 

But despite being internet famous, the creature, along with owner Joie Henney were denied entry into a Philadelphia Phillies baseball game.

Initially, Henney told the media that he and Wally had been invited to meet the Phillies players ahead of the game who just clinched a wild-card playoff spot. But they arrived late, and missed the opportunity. 

So they went to buy tickets but were denied entry to Philadelphia's Citizen Bank Park due to a stadium rule that only allowed certified service dogs in. Henney told CNN that he and his reptile friend were allowed into other stadiums for baseball games before, and that he’s even seen emotional support horses at some events.

Now, Henney still has hopes that Wally will still get a chance to meet the Phillies players to give them good luck and support as MLB goes into the postseason.

Wally is a regular fixture of local community events and birthdays, with Instagram posts showing him swimming in pools with kids as well as giving people hugs.",11479,240
